source,target,Fisher_Z
Frontal_Inf_Tri_R,Putamen_L,0.4009
Frontal_Mid_R,Temporal_Sup_R,0.4008
Rolandic_Oper_L,Cingulum_Mid_R,0.4002
Temporal_Sup_L,Cerebelum_4_5_L,0.4001
Calcarine_R,Thalamus_L,0.4
Hippocampus_R,Cerebelum_4_5_L,0.3998
Putamen_L,Thalamus_R,0.3997
Rolandic_Oper_L,Thalamus_R,0.3995
Cingulum_Post_L,Putamen_L,0.3995
Cingulum_Mid_R,Calcarine_R,0.3994
Frontal_Inf_Tri_R,Frontal_Inf_Orb_R,0.3994
Insula_L,Thalamus_R,0.3994
Rolandic_Oper_L,Precuneus_L,0.3989
Putamen_L,Vermis_4_5,0.3988
Frontal_Inf_Oper_L,Parietal_Sup_L,0.3986
Insula_R,Thalamus_R,0.3985
Precuneus_L,Temporal_Sup_R,0.3981
Frontal_Sup_Medial_R,Thalamus_R,0.398
Precuneus_R,Putamen_L,0.3974
Parietal_Inf_R,SupraMarginal_L,0.3974
Cingulum_Mid_R,Angular_R,0.3971
SupraMarginal_R,Putamen_R,0.3971
Cingulum_Post_R,Temporal_Sup_R,0.3969
Calcarine_L,Thalamus_L,0.3968
Calcarine_L,Parietal_Inf_L,0.3966
Precentral_L,Temporal_Sup_L,0.3965
Cuneus_L,Putamen_R,0.3961
Occipital_Mid_L,Precuneus_R,0.3959
Cuneus_L,Parietal_Sup_L,0.3958
Hippocampus_R,Postcentral_R,0.3957
Caudate_R,Pallidum_R,0.3957
Calcarine_L,Caudate_R,0.3957
Temporal_Sup_L,Vermis_4_5,0.3951
Cuneus_R,Putamen_R,0.395
Calcarine_L,Occipital_Mid_L,0.395
Frontal_Inf_Tri_L,Parietal_Inf_R,0.3946
Parietal_Inf_L,Putamen_L,0.3942
Frontal_Mid_R,Cuneus_L,0.3941
Precuneus_L,Putamen_R,0.3941
Frontal_Sup_R,Temporal_Sup_R,0.3941
Occipital_Sup_R,Parietal_Sup_L,0.394
Frontal_Inf_Oper_R,Thalamus_L,0.3938
Frontal_Sup_Orb_R,Insula_R,0.3937
Frontal_Mid_R,Calcarine_L,0.3934
Cingulum_Post_R,Occipital_Sup_L,0.3933
Supp_Motor_Area_L,Temporal_Sup_L,0.3932
Frontal_Sup_Medial_L,Calcarine_R,0.3931
Frontal_Mid_R,Thalamus_R,0.393
Cingulum_Ant_R,SupraMarginal_R,0.3929
Caudate_L,Temporal_Sup_L,0.3927
Cingulum_Post_R,Vermis_4_5,0.3926
Insula_R,Parietal_Inf_R,0.3926
SupraMarginal_L,Thalamus_R,0.3926
Rolandic_Oper_L,Cingulum_Post_R,0.3925
Calcarine_L,Postcentral_L,0.3923
Thalamus_L,Temporal_Sup_R,0.3919
Rolandic_Oper_R,Supp_Motor_Area_R,0.3917
Cingulum_Mid_R,Calcarine_L,0.3917
Caudate_R,Temporal_Sup_L,0.3915
Occipital_Mid_L,Temporal_Mid_L,0.3913
Caudate_R,Pallidum_L,0.3912
Fusiform_L,Vermis_4_5,0.3911
Parietal_Inf_R,Thalamus_L,0.3908
Cingulum_Post_R,Temporal_Sup_L,0.3907
Precentral_L,Rolandic_Oper_R,0.3904
Fusiform_R,Cerebelum_4_5_R,0.3901
Caudate_L,Pallidum_R,0.3899
Calcarine_R,Caudate_R,0.3897
Thalamus_R,Temporal_Sup_L,0.3896
Lingual_L,Putamen_R,0.3896
Frontal_Sup_L,Calcarine_L,0.3894
Cingulum_Post_L,Occipital_Sup_L,0.3894
Frontal_Sup_R,Calcarine_L,0.3892
Heschl_R,Temporal_Sup_L,0.3888
Frontal_Mid_L,Temporal_Sup_L,0.3886
Frontal_Inf_Tri_R,SupraMarginal_L,0.3884
Lingual_R,Putamen_L,0.3881
Hippocampus_L,Angular_L,0.3881
Frontal_Inf_Oper_L,Parietal_Inf_R,0.388
Precentral_R,Temporal_Sup_R,0.3878
Angular_L,Temporal_Mid_L,0.3877
Cuneus_R,Vermis_4_5,0.3877
Postcentral_L,Heschl_L,0.3876
Hippocampus_L,Postcentral_L,0.3875
Frontal_Sup_Medial_L,Occipital_Sup_L,0.3874
Cuneus_R,Postcentral_R,0.3865
SupraMarginal_L,Temporal_Sup_R,0.3864
SupraMarginal_L,Putamen_R,0.386
Calcarine_R,Occipital_Sup_R,0.386
Rolandic_Oper_R,SupraMarginal_L,0.3857
Frontal_Inf_Orb_R,Rolandic_Oper_L,0.3857
Frontal_Sup_R,Calcarine_R,0.3854
Frontal_Inf_Orb_R,Temporal_Pole_Sup_L,0.3852
Parietal_Inf_R,Caudate_L,0.3851
Calcarine_R,Caudate_L,0.3851
Frontal_Sup_Medial_R,Angular_L,0.3849
Calcarine_L,Putamen_L,0.3848
Cingulum_Mid_L,Angular_R,0.3847
Frontal_Inf_Orb_R,Putamen_L,0.3845
Cingulum_Ant_R,Cuneus_R,0.3845
Hippocampus_L,Calcarine_R,0.3844
Frontal_Mid_L,Rolandic_Oper_R,0.3844
Parietal_Inf_R,Caudate_R,0.3843
Rolandic_Oper_R,Pallidum_R,0.3842
Parietal_Sup_L,Caudate_R,0.3841
Rolandic_Oper_R,Precuneus_L,0.3836
Calcarine_L,Parietal_Sup_L,0.3836
Hippocampus_R,Vermis_4_5,0.3835
Cingulum_Mid_L,Cuneus_L,0.3835
Insula_R,Temporal_Pole_Sup_R,0.3834
Supp_Motor_Area_R,Cuneus_L,0.3833
Cuneus_L,Temporal_Sup_R,0.383
Frontal_Mid_L,Angular_R,0.3828
Insula_R,Paracentral_Lobule_R,0.3828
Frontal_Inf_Oper_R,Calcarine_R,0.3828
Occipital_Sup_L,Parietal_Inf_R,0.3826
Calcarine_R,Thalamus_R,0.3825
Cingulum_Post_R,Lingual_R,0.3825
Precentral_R,Calcarine_R,0.3824
Lingual_L,Temporal_Sup_R,0.3823
Cingulum_Ant_R,Calcarine_L,0.3818
Frontal_Sup_R,Hippocampus_L,0.3818
Frontal_Inf_Oper_R,Thalamus_R,0.3817
Cuneus_L,Putamen_L,0.3815
Cuneus_L,Parietal_Inf_L,0.3807
Rolandic_Oper_L,Cerebelum_4_5_L,0.3806
Cingulum_Ant_L,Vermis_4_5,0.3806
Caudate_R,Vermis_4_5,0.3804
Lingual_R,Temporal_Sup_R,0.3804
Calcarine_L,Temporal_Sup_R,0.3801
Supp_Motor_Area_L,Hippocampus_L,0.38
Frontal_Sup_Medial_R,Calcarine_R,0.3798
Frontal_Inf_Oper_R,Angular_R,0.3797
Lingual_R,Vermis_3,0.3794
Calcarine_L,Thalamus_R,0.3793
Frontal_Sup_L,Occipital_Sup_L,0.3791
Cuneus_L,Postcentral_L,0.3791
Thalamus_L,Heschl_R,0.379
Rolandic_Oper_L,Hippocampus_R,0.3789
Supp_Motor_Area_R,Calcarine_L,0.3786
Rolandic_Oper_R,Cingulum_Mid_L,0.3779
Pallidum_L,Thalamus_L,0.3774
Occipital_Sup_L,Parietal_Sup_R,0.3772
Occipital_Mid_L,Precuneus_L,0.3769
Precentral_L,Hippocampus_L,0.3768
Cuneus_R,Parietal_Sup_L,0.376
Calcarine_L,Caudate_L,0.376
Precentral_R,Hippocampus_R,0.376
Fusiform_L,Fusiform_R,0.3758
Cingulum_Post_L,Occipital_Mid_L,0.3758
Cingulum_Post_L,Vermis_4_5,0.3757
Cingulum_Ant_R,Pallidum_L,0.3757
Parietal_Inf_L,Putamen_R,0.3757
Frontal_Inf_Tri_L,Calcarine_R,0.3755
Frontal_Inf_Tri_R,Parietal_Sup_R,0.3755
Pallidum_L,Temporal_Sup_L,0.3755
Rolandic_Oper_L,Hippocampus_L,0.3755
Insula_L,Cerebelum_4_5_L,0.3755
Calcarine_L,Temporal_Mid_R,0.3754
Occipital_Sup_L,Postcentral_L,0.3754
Frontal_Inf_Orb_R,Cingulum_Ant_R,0.3753
Lingual_L,Temporal_Sup_L,0.3753
Rolandic_Oper_R,Supp_Motor_Area_L,0.3749
Parietal_Sup_R,Thalamus_L,0.3748
Precuneus_R,Vermis_4_5,0.3747
Cingulum_Ant_R,Vermis_4_5,0.3741
Cingulum_Mid_L,Temporal_Sup_L,0.374
Frontal_Sup_R,Occipital_Sup_L,0.3733
Rolandic_Oper_L,Paracentral_Lobule_R,0.3731
Calcarine_L,Temporal_Sup_L,0.3729
Supp_Motor_Area_R,Temporal_Sup_R,0.3728
Caudate_L,Temporal_Sup_R,0.3722
Thalamus_L,Cerebelum_4_5_L,0.3721
Putamen_R,Temporal_Sup_R,0.372
Paracentral_Lobule_L,Putamen_R,0.3718
Occipital_Mid_R,Angular_R,0.3717
Precentral_R,Calcarine_L,0.3717
Frontal_Sup_Medial_L,Calcarine_L,0.3715
Cuneus_L,Parietal_Inf_R,0.3714
Hippocampus_L,Lingual_R,0.3712
Frontal_Med_Orb_L,Insula_R,0.3712
Frontal_Sup_Medial_R,Occipital_Sup_L,0.3711
Supp_Motor_Area_R,Calcarine_R,0.3709
Occipital_Sup_R,Parietal_Sup_R,0.3708
Frontal_Sup_R,Hippocampus_R,0.3707
Rolandic_Oper_R,Parietal_Inf_R,0.3707
Insula_L,Temporal_Sup_R,0.3702
Hippocampus_L,Vermis_4_5,0.3701
Cingulum_Ant_L,Cuneus_L,0.37
Occipital_Mid_L,Parietal_Inf_L,0.37
Frontal_Med_Orb_R,Cingulum_Ant_L,0.3699
Cingulum_Ant_R,Parietal_Inf_L,0.3698
Cuneus_R,Occipital_Mid_R,0.3698
Putamen_L,Temporal_Pole_Sup_L,0.3697
Cingulum_Ant_L,Thalamus_L,0.3697
Parietal_Sup_R,SupraMarginal_L,0.3696
Cingulum_Ant_L,Pallidum_L,0.3694
Supp_Motor_Area_L,Cuneus_L,0.3693
Frontal_Mid_Orb_R,Frontal_Inf_Orb_R,0.3693
Lingual_R,Caudate_R,0.3693
Supp_Motor_Area_L,Temporal_Sup_R,0.3692
Frontal_Inf_Orb_L,Pallidum_L,0.3692
Calcarine_R,Cerebelum_4_5_L,0.3692
Hippocampus_R,Fusiform_R,0.3691
Precuneus_L,Putamen_L,0.369
Frontal_Inf_Tri_R,Thalamus_L,0.3688
Hippocampus_R,Caudate_R,0.3688
Temporal_Mid_L,Temporal_Inf_L,0.3687
Frontal_Med_Orb_L,Cingulum_Ant_L,0.3686
Calcarine_R,Temporal_Sup_R,0.3686
Frontal_Mid_R,Occipital_Sup_L,0.3682
Frontal_Mid_L,Calcarine_L,0.3681
Frontal_Mid_R,Temporal_Sup_L,0.368
Calcarine_R,Occipital_Mid_L,0.368
Frontal_Inf_Oper_L,Frontal_Inf_Orb_L,0.368
Frontal_Sup_Medial_R,Angular_R,0.3678
Hippocampus_L,Temporal_Sup_R,0.3676
Lingual_R,Fusiform_L,0.3675
ParaHippocampal_L,Thalamus_R,0.3675
Occipital_Mid_L,Angular_R,0.3675
Cuneus_L,Vermis_4_5,0.3674
SupraMarginal_R,Temporal_Sup_L,0.3671
Cingulum_Ant_L,SupraMarginal_R,0.3671
Cingulum_Mid_R,Cuneus_R,0.367
Insula_R,Angular_R,0.3669
Rolandic_Oper_L,Cuneus_L,0.3665
Frontal_Sup_Orb_L,Rectus_L,0.3664
Precentral_L,Calcarine_R,0.3664
Frontal_Inf_Oper_L,Angular_L,0.3664
Cuneus_L,Lingual_R,0.3663
Cuneus_L,Parietal_Sup_R,0.3663
Cingulum_Mid_R,Temporal_Sup_L,0.3662
Calcarine_R,Temporal_Mid_R,0.3661
Rolandic_Oper_R,Thalamus_L,0.366
Pallidum_R,Thalamus_R,0.366
Frontal_Sup_Medial_R,Calcarine_L,0.3659
Cingulum_Ant_L,Parietal_Inf_L,0.3659
Pallidum_L,Vermis_4_5,0.3658
Lingual_L,Caudate_L,0.3657
Fusiform_R,Vermis_4_5,0.3657
Hippocampus_R,Parietal_Inf_R,0.3653
Cuneus_R,SupraMarginal_R,0.3649
Fusiform_L,Cerebelum_6_L,0.3648
Cingulum_Mid_L,Temporal_Sup_R,0.3646
Cingulum_Ant_R,Lingual_L,0.3645
Precuneus_R,Temporal_Sup_L,0.3644
Supp_Motor_Area_L,Calcarine_R,0.3643
Frontal_Mid_R,Calcarine_R,0.3642
Frontal_Inf_Oper_L,Heschl_L,0.364
Cingulum_Post_L,Heschl_R,0.3636
Fusiform_R,Cerebelum_4_5_L,0.3636
Frontal_Sup_L,Hippocampus_L,0.3635
Lingual_R,Caudate_L,0.3633
Vermis_1_2,Vermis_3,0.3633
Rolandic_Oper_R,Frontal_Med_Orb_R,0.3633
Lingual_L,Thalamus_R,0.3625
Insula_L,SupraMarginal_R,0.3625
Insula_R,Occipital_Sup_L,0.3622
Frontal_Mid_L,Calcarine_R,0.3622
ParaHippocampal_R,Cerebelum_4_5_L,0.3622
Hippocampus_R,SupraMarginal_L,0.3621
SupraMarginal_L,Vermis_4_5,0.3618
Frontal_Inf_Tri_R,Rolandic_Oper_L,0.3617
Supp_Motor_Area_L,Calcarine_L,0.3615
Frontal_Mid_R,Hippocampus_L,0.3611
Insula_L,Occipital_Sup_L,0.361
Precentral_L,Hippocampus_R,0.3608
Caudate_L,Vermis_4_5,0.3606
Angular_L,Temporal_Sup_L,0.3604
Cingulum_Ant_R,Parietal_Sup_L,0.3603
Cuneus_L,SupraMarginal_R,0.3601
Insula_L,Cuneus_R,0.3601
Lingual_L,Precuneus_R,0.3599
Cingulum_Ant_L,Thalamus_R,0.3598
Caudate_R,Heschl_L,0.3597
Parietal_Inf_R,Thalamus_R,0.3592
Putamen_R,Temporal_Pole_Sup_L,0.359
Hippocampus_R,Parietal_Sup_L,0.3589
Calcarine_L,Angular_R,0.3586
Parietal_Sup_R,Caudate_R,0.3584
Frontal_Inf_Tri_R,Temporal_Sup_R,0.3583
Lingual_R,SupraMarginal_L,0.3582
Hippocampus_R,Angular_L,0.3581
Frontal_Sup_R,Temporal_Sup_L,0.3581
Precentral_R,Occipital_Sup_L,0.358
Rolandic_Oper_R,Paracentral_Lobule_L,0.3577
Cerebelum_6_L,Vermis_6,0.3577
Hippocampus_R,Temporal_Mid_R,0.3574
Cingulum_Ant_L,Lingual_L,0.3571
Hippocampus_L,Parietal_Sup_L,0.3569
Lingual_L,Heschl_R,0.3564
Precentral_R,Cuneus_R,0.3562
Precentral_L,Calcarine_L,0.3562
Parietal_Sup_R,Thalamus_R,0.356
ParaHippocampal_L,Vermis_4_5,0.3559
Frontal_Inf_Orb_R,Temporal_Sup_L,0.3558
Paracentral_Lobule_R,Temporal_Sup_R,0.3557
Lingual_L,SupraMarginal_R,0.3557
Rolandic_Oper_R,Parietal_Inf_L,0.3555
Precentral_L,Temporal_Sup_R,0.3554
ParaHippocampal_R,Lingual_R,0.3552
Frontal_Sup_Medial_L,Temporal_Sup_R,0.3546
Frontal_Sup_Medial_L,Cuneus_R,0.3546
ParaHippocampal_R,Cerebelum_4_5_R,0.3545
Hippocampus_R,Temporal_Sup_L,0.3542
Temporal_Sup_R,Cerebelum_4_5_L,0.3542
Cingulum_Post_R,Lingual_L,0.3541
Hippocampus_L,Paracentral_Lobule_R,0.3538
Frontal_Sup_Medial_L,Hippocampus_R,0.3538
Cuneus_R,Parietal_Sup_R,0.3538
Lingual_L,Parietal_Inf_L,0.3537
Cuneus_L,Occipital_Mid_R,0.3537
Angular_L,Caudate_R,0.3533
Frontal_Inf_Oper_L,Thalamus_R,0.3533
Frontal_Inf_Orb_R,Cingulum_Ant_L,0.3532
Cingulum_Mid_L,Cuneus_R,0.3529
Cuneus_R,Parietal_Inf_L,0.3529
Rolandic_Oper_R,Temporal_Pole_Sup_L,0.3525
Calcarine_R,Parietal_Sup_L,0.3524
Heschl_L,Temporal_Sup_R,0.3522
Insula_R,Occipital_Sup_R,0.352
Frontal_Mid_L,Cuneus_L,0.352
Lingual_L,Caudate_R,0.3519
ParaHippocampal_L,Fusiform_R,0.3517
Calcarine_L,Paracentral_Lobule_R,0.3516
Supp_Motor_Area_R,Temporal_Sup_L,0.3513
Frontal_Inf_Oper_R,Calcarine_L,0.3512
Frontal_Med_Orb_R,Insula_L,0.3511
Cuneus_R,Lingual_R,0.3511
Heschl_L,Heschl_R,0.3509
Parietal_Inf_R,Putamen_R,0.3508
Frontal_Inf_Tri_L,Frontal_Inf_Orb_R,0.3503
Frontal_Inf_Tri_R,Cuneus_L,0.3502
Cingulum_Post_R,Heschl_R,0.3501
Lingual_L,Putamen_L,0.3501
Hippocampus_R,Angular_R,0.3499
Insula_R,Occipital_Mid_L,0.3499
Rolandic_Oper_L,Cuneus_R,0.3499
Frontal_Inf_Orb_R,Frontal_Med_Orb_L,0.3499
Frontal_Inf_Orb_L,Heschl_L,0.3498
Paracentral_Lobule_L,Temporal_Sup_R,0.3497
Occipital_Sup_R,Parietal_Inf_R,0.3496
Cuneus_R,Temporal_Sup_R,0.3492
Cuneus_L,Paracentral_Lobule_R,0.3489
Precentral_R,Temporal_Sup_L,0.3489
Frontal_Inf_Oper_L,Hippocampus_L,0.3489
Hippocampus_L,Paracentral_Lobule_L,0.3488
Rolandic_Oper_L,Pallidum_R,0.3484
Lingual_R,Temporal_Mid_R,0.3483
Frontal_Inf_Oper_R,Angular_L,0.3483
Calcarine_L,Cerebelum_4_5_L,0.3482
Insula_L,Hippocampus_L,0.3476
Calcarine_L,Paracentral_Lobule_L,0.3475
Lingual_L,Postcentral_L,0.3474
Lingual_L,Cerebelum_6_L,0.3474
Insula_R,Parietal_Sup_L,0.3472
Cingulum_Ant_L,Calcarine_L,0.3472
Rolandic_Oper_R,Angular_R,0.3472
Hippocampus_L,Postcentral_R,0.3466
Frontal_Sup_Orb_R,Rolandic_Oper_R,0.3465
Hippocampus_L,SupraMarginal_R,0.3464
Cerebelum_4_5_L,Cerebelum_6_L,0.3463
Frontal_Inf_Oper_L,Calcarine_R,0.346
Frontal_Sup_Medial_L,Lingual_R,0.346
Cingulum_Ant_R,Thalamus_L,0.346
Frontal_Sup_Orb_R,Insula_L,0.346
Frontal_Sup_L,Heschl_L,0.3457
Frontal_Med_Orb_R,Cingulum_Ant_R,0.3457
Cuneus_R,Postcentral_L,0.3456
Cingulum_Post_R,Occipital_Sup_R,0.3454
Paracentral_Lobule_R,Putamen_L,0.3453
Cingulum_Ant_R,Parietal_Inf_R,0.3453
Frontal_Inf_Tri_R,Calcarine_R,0.3451
Rolandic_Oper_L,Angular_L,0.3451
Cingulum_Mid_R,Occipital_Sup_L,0.3449
Cingulum_Ant_L,Parietal_Inf_R,0.3449
Pallidum_R,Temporal_Sup_R,0.3449
Frontal_Mid_L,Temporal_Sup_R,0.3448
Calcarine_R,Paracentral_Lobule_R,0.3447
Putamen_R,Heschl_L,0.3447
Cingulum_Ant_R,SupraMarginal_L,0.3446
Paracentral_Lobule_L,Temporal_Sup_L,0.3441
Frontal_Sup_L,Lingual_R,0.3439
Hippocampus_L,Fusiform_L,0.3439
Rolandic_Oper_R,Cerebelum_4_5_L,0.3438
Occipital_Mid_L,Parietal_Sup_L,0.3437
Cingulum_Mid_R,Heschl_R,0.3436
Occipital_Mid_L,SupraMarginal_L,0.3433
Frontal_Med_Orb_R,Putamen_L,0.3432
Thalamus_L,Temporal_Mid_L,0.3431
Lingual_L,Precuneus_L,0.343
Insula_R,Heschl_L,0.3429
Rolandic_Oper_R,Occipital_Sup_R,0.3428
ParaHippocampal_L,Lingual_R,0.3427
Precuneus_L,Vermis_4_5,0.3426
Thalamus_R,Heschl_R,0.3425
Calcarine_L,Occipital_Sup_R,0.3425
Supp_Motor_Area_R,Occipital_Sup_L,0.3424
Frontal_Med_Orb_L,Temporal_Pole_Sup_R,0.3424
Frontal_Inf_Orb_L,Frontal_Med_Orb_R,0.342
Rolandic_Oper_L,Temporal_Mid_L,0.3419
Frontal_Mid_L,Heschl_L,0.3418
Frontal_Sup_Medial_L,Temporal_Sup_L,0.3416
Cingulum_Post_L,Lingual_L,0.3414
Insula_L,Angular_L,0.3413
Lingual_L,Occipital_Mid_L,0.3413
Occipital_Sup_L,SupraMarginal_L,0.3412
Frontal_Inf_Tri_R,Angular_R,0.3412
Thalamus_L,Vermis_3,0.3408
Lingual_L,Vermis_3,0.3403
Frontal_Sup_Medial_R,Lingual_R,0.3397
Frontal_Inf_Oper_L,Calcarine_L,0.3397
Cingulum_Post_L,Lingual_R,0.3396
Frontal_Mid_R,Hippocampus_R,0.3395
Parietal_Inf_R,Putamen_L,0.3394
Supp_Motor_Area_R,Cuneus_R,0.3393
Precentral_R,Hippocampus_L,0.3392
Frontal_Inf_Oper_L,Cuneus_L,0.339
Cingulum_Ant_R,Occipital_Sup_L,0.339
Calcarine_R,Paracentral_Lobule_L,0.3389
Frontal_Inf_Orb_R,Frontal_Med_Orb_R,0.3388
Supp_Motor_Area_L,Occipital_Sup_L,0.3386
Caudate_R,Temporal_Sup_R,0.3384
Frontal_Inf_Orb_L,Cingulum_Ant_L,0.3383
Frontal_Sup_Medial_R,Cuneus_R,0.3383
Cuneus_L,Paracentral_Lobule_L,0.338
Frontal_Mid_Orb_L,Frontal_Med_Orb_R,0.3379
Frontal_Sup_L,Vermis_4_5,0.3372
Thalamus_R,Cerebelum_4_5_L,0.3367
Lingual_R,Precuneus_R,0.3362
Postcentral_R,Heschl_L,0.336
ParaHippocampal_R,Thalamus_L,0.3358
Frontal_Sup_L,Cuneus_R,0.3358
Insula_R,Angular_L,0.3357
Occipital_Sup_R,Parietal_Inf_L,0.3357
Parietal_Sup_L,Temporal_Sup_R,0.3357
Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,0.3352
Insula_L,Parietal_Inf_R,0.3352
Cingulum_Ant_L,Parietal_Sup_L,0.3352
Frontal_Med_Orb_R,Putamen_R,0.3352
Insula_R,Cerebelum_4_5_L,0.3348
Lingual_R,Pallidum_L,0.3347
Hippocampus_R,Heschl_R,0.3345
Cingulum_Post_L,Heschl_L,0.3344
Parietal_Inf_L,Heschl_R,0.3343
Hippocampus_R,Parietal_Sup_R,0.3343
Frontal_Inf_Tri_L,Angular_L,0.3343
Rolandic_Oper_L,Parietal_Inf_R,0.3342
Frontal_Inf_Orb_R,Frontal_Sup_Medial_R,0.3341
Parietal_Sup_R,Caudate_L,0.334
Rolandic_Oper_R,Paracentral_Lobule_R,0.3339
Cuneus_R,Parietal_Inf_R,0.3339
Frontal_Inf_Orb_L,Caudate_R,0.3337
Frontal_Sup_L,Lingual_L,0.3337
Parietal_Sup_R,Temporal_Sup_R,0.3335
Thalamus_R,Heschl_L,0.3335
Frontal_Inf_Orb_L,Caudate_L,0.3334
Frontal_Sup_R,Lingual_R,0.3333
Fusiform_L,Temporal_Sup_L,0.333
Postcentral_R,Temporal_Sup_L,0.3329
Paracentral_Lobule_R,Putamen_R,0.3329
Precuneus_R,Heschl_R,0.3327
Insula_L,Hippocampus_R,0.3325
Frontal_Med_Orb_R,Temporal_Pole_Sup_R,0.3324
Hippocampus_L,Caudate_L,0.3324
Pallidum_L,Thalamus_R,0.3323
Frontal_Mid_R,Cuneus_R,0.332
Precuneus_L,Temporal_Sup_L,0.3319
Rolandic_Oper_L,Occipital_Sup_L,0.3319
Angular_R,Putamen_R,0.3319
Frontal_Inf_Tri_L,Thalamus_R,0.3319
Angular_L,Temporal_Sup_R,0.3317
Cingulum_Mid_L,Occipital_Sup_L,0.3313
Postcentral_L,Heschl_R,0.3311
Cerebelum_3_L,Vermis_4_5,0.331
Occipital_Sup_R,Postcentral_R,0.3309
Lingual_R,Occipital_Mid_L,0.3309
Cuneus_L,SupraMarginal_L,0.3309
Occipital_Sup_L,SupraMarginal_R,0.3308
Frontal_Sup_R,Occipital_Mid_L,0.3308
Cingulum_Ant_L,SupraMarginal_L,0.3306
Frontal_Sup_R,Cuneus_R,0.3304
Angular_L,Thalamus_R,0.3303
Lingual_R,Postcentral_L,0.3303
Cingulum_Ant_R,Occipital_Sup_R,0.3302
Frontal_Mid_R,Heschl_R,0.3301
Cerebelum_6_R,Vermis_6,0.33
Cingulum_Ant_L,Temporal_Sup_L,0.33
Hippocampus_R,Cuneus_L,0.33
Temporal_Sup_R,Temporal_Mid_L,0.33
SupraMarginal_R,Putamen_L,0.3299
SupraMarginal_R,Vermis_4_5,0.3298
SupraMarginal_L,Angular_R,0.3296
Insula_L,Temporal_Mid_R,0.3295
Frontal_Sup_Medial_L,Lingual_L,0.3293
Fusiform_R,Temporal_Sup_R,0.3292
ParaHippocampal_R,Thalamus_R,0.3289
Frontal_Inf_Tri_R,Thalamus_R,0.3288
Frontal_Sup_R,Vermis_4_5,0.3282
Temporal_Mid_R,Vermis_4_5,0.3279
Frontal_Inf_Orb_L,Cingulum_Ant_R,0.3275
Putamen_R,Cerebelum_4_5_L,0.3274
Frontal_Inf_Tri_L,Calcarine_L,0.327
Cingulum_Ant_R,Thalamus_R,0.327
Cingulum_Ant_R,Temporal_Sup_L,0.3268
Frontal_Mid_R,Heschl_L,0.3268
Fusiform_L,Temporal_Inf_L,0.3268
Cingulum_Ant_L,Pallidum_R,0.3267
Frontal_Mid_L,Hippocampus_R,0.3266
Frontal_Sup_Orb_R,Frontal_Inf_Orb_R,0.3266
Cuneus_R,Cerebelum_4_5_L,0.3265
ParaHippocampal_L,Temporal_Mid_L,0.3264
Frontal_Sup_L,Occipital_Mid_L,0.3264
Frontal_Mid_R,Lingual_L,0.3263
Insula_L,Angular_R,0.3262
Frontal_Mid_L,Occipital_Sup_L,0.3261
Frontal_Inf_Tri_L,Cuneus_L,0.326
Postcentral_R,Vermis_4_5,0.326
Frontal_Inf_Orb_R,Caudate_R,0.3258
Fusiform_R,Temporal_Sup_L,0.3256
Rolandic_Oper_R,Heschl_L,0.3256
Olfactory_R,Rectus_R,0.3256
Frontal_Med_Orb_L,Insula_L,0.3255
Rolandic_Oper_R,Frontal_Med_Orb_L,0.3253
Lingual_L,Postcentral_R,0.3252
Precuneus_R,Heschl_L,0.3252
Precuneus_L,Heschl_R,0.3247
Cuneus_L,Temporal_Mid_R,0.3246
Rectus_L,Rectus_R,0.3244
Cuneus_L,Cerebelum_4_5_L,0.3243
Frontal_Sup_R,Lingual_L,0.3242
Fusiform_L,Temporal_Mid_L,0.3242
Supp_Motor_Area_R,Heschl_L,0.3238
Lingual_L,Temporal_Mid_L,0.3238
Frontal_Sup_Medial_L,Occipital_Mid_L,0.3237
Precentral_L,Cuneus_L,0.3236
Frontal_Mid_Orb_L,Frontal_Inf_Orb_R,0.3235
Cingulum_Ant_L,Cuneus_R,0.3234
ParaHippocampal_R,Vermis_3,0.3233
Putamen_L,Temporal_Sup_R,0.3225
Insula_L,Temporal_Pole_Sup_R,0.3224
Frontal_Sup_Orb_R,Putamen_R,0.3219
Cuneus_L,Caudate_L,0.3218
Frontal_Mid_Orb_R,Frontal_Med_Orb_R,0.3218
Calcarine_R,Pallidum_L,0.3217
Insula_L,Temporal_Mid_L,0.3216
Frontal_Sup_Orb_L,Frontal_Inf_Orb_L,0.3216
Rolandic_Oper_R,Occipital_Sup_L,0.3216
Putamen_L,Cerebelum_4_5_L,0.3215
Temporal_Mid_L,Cerebelum_4_5_L,0.3215
ParaHippocampal_L,Temporal_Sup_L,0.3213
Insula_L,Occipital_Mid_L,0.321
Cingulum_Mid_R,Heschl_L,0.3207
Rolandic_Oper_R,Temporal_Mid_R,0.3207
Frontal_Inf_Oper_R,Frontal_Inf_Orb_R,0.3205
Frontal_Mid_L,Hippocampus_L,0.3203
Rolandic_Oper_R,Angular_L,0.3202
Insula_R,Cerebelum_4_5_R,0.3199
Cingulum_Mid_L,Heschl_L,0.3193
Frontal_Mid_R,Occipital_Mid_L,0.3193
Pallidum_R,Cerebelum_4_5_L,0.3192
Cingulum_Post_R,Occipital_Mid_L,0.3191
Rolandic_Oper_R,Cerebelum_4_5_R,0.319
Occipital_Sup_L,Paracentral_Lobule_L,0.319
Heschl_L,Vermis_4_5,0.3189
